76.798,0.112
104.685,0.162
136.546,0.0366
77.762,0.0357
54.984,0.0373
80.997,0.0375
139.994,0.0346
79.326,0.0357
81.359,0.0365
68.571,0.028
167.517,0.0403
0,0
100.66,0.0338
78.823,0.0383
80.378,0.0387
71.093,0.0695
48.028,0.0407
92.807,0.0494
106.196,0.0343
110.145,0.0433
72.091,0.0448
119.091,0.047
73.236,0.0289
90.043,0.0304
74.874,0.0439
149.819,0.0333
54.861,0.0458
84.011,0.0337
140.119,0.0293
80.159,0.0319
76.405,0.0402
175.466,0.041
83.615,0.0469
75.011,0.051
83.005,0.0317
181.229,0.0418
101.717,0.0623
170.441,0.0466
66.154,0.038
73.119,0.0389
137.177,0.0432
136.876,0.033
67.101,0.11
174.097,0.0452
49.034,0.0333
81.018,0.0661
138.679,0.0426
89.147,0.0441
92.146,0.0351
104.801,0.0445
99.727,0.0408
69.687,0.0398
65.874,0.0426
77.218,0.072
177.842,0.0483
81.85,0.0429
117.108,0.048
81.887,0.0538
130.488,0.0443
136.272,0.0425
90.534,0.0367
125.892,0.0404
63.379,0.0428
83.914,0.0438
119.989,0.0439
89.275,0.0534
78.244,0.0393
137.017,0.0398
126.714,0.0752
71.035,0.0369
81.141,0.0422
86.29,0.0438
86.299,0.0487
92.613,0.0521
83.207,0.0474
86.84,0.0539
72.567,0.0489
130.317,0.0411
99.164,0.0385
171.189,0.0462
169.987,0.038
95.001,0.0391
124.994,0.0571
73.297,0.0625
83.615,0.0469
141.351,0.0519
75.284,0.0614
141.433,0.048
123.253,0.0471
95.011,0.0336
119.133,0.0426
130.029,0.0439
121.811,0.0445
90.148,0.0422
57.817,0.0363
89.928,0.0434
109.908,0.0365
130.115,0.0466
100.067,0.0392
95.5,0.0464
86.24,0.0463
86.001,0.0334
66.154,0.038
127.912,0.0345
140.047,0.0353
74.651,0.0647
54.984,0.0373
95.116,0.039
141.613,0.0366
96.363,0.0372
138.544,0.036
79.781,0.0444
120.05,0.0416
67.484,0.0424
120.019,0.0437
144.169,0.0421
95.026,0.0263
75.283,0.0348
135.031,0.0619
73.119,0.0389
80.294,0.0407
75.008,0.0395
139.373,0.0462
122.517,0.0404
79.982,0.0333
100.045,0.033
166.965,0.0616
101.473,0.035
69.734,0.0375
141.967,0.041
79.94,0.0302
74.992,0.0391
180.237,0.0454
69.744,0.0507
95.008,0.0253
127.611,0.0405
95.028,0.0364
126.371,0.0556
150.139,0.0633
137.252,0.0377
99.975,0.0455
98.266,0.0351
92.138,0.0359
88.226,0.0348
77.387,0.0455
100.593,0.0437
86.827,0.0396
166.416,0.0517
96.222,0.0413
140.042,0.0452
132.099,0.0345
134.613,0.0408
139.772,0.0466
120.341,0.0496
89.765,0.0559
139.946,0.0395
66.253,0.0353
178.043,0.04
104.88,0.0444
131.834,0.0491
99.677,0.0618
100.069,0.0482
100.216,0.0522
200.202,0.0382
74.909,0.0333
94.043,0.0665
59.883,0.0372
129.224,0.0427
140.049,0.0689
130.669,0.0588
97.809,0.0559
49.738,0.0348
179.174,0.0595
105.005,0.0398
130.008,0.0488
129.951,0.0421
120.645,0.0677
76.736,0.0418
130.417,0.0744
80.784,0.0411
89.299,0.0341
90.123,0.327
157.969,0.0304
174.14,0.317
130.019,0.0983
123.982,0.0556
119.795,0.0337
130.037,0.0992
100.029,0.2
131.958,0.0311
103.969,0.0285
95.993,0.0616
131.963,0.0459
140.515,0.275
98.224,0.0285
115.221,0.269
122.06,0.0399
122.149,0.0716
124.98,0.0364
132.731,0.063
94.048,0.0657
116.034,0.032
123.014,0.0359
94.996,0.0401
111.005,0.0541
128.033,0.044
95.05,0.136
91.993,0.0833
119.983,0.0372
92.06,0.144
118.048,0.0633
127.962,0.0506
130.034,0.0857
126.455,0.0491
142.994,0.048
106.672,0.253
128.027,0.0469
120.014,0.0416
178.061,0.0433
91.966,0.134
152.98,0.0395
74.962,0.0499
93.869,0.0344
128.04,0.0343
90.082,0.0291
97.502,0.0237
169.933,0.293
91.986,0.0436
92.005,0.0817
106.999,0.0381
101.987,0.0643
90.02,0.0783
104.95,0.0383
79.928,0.0413
123.041,0.0477
92.523,0.386
100.02,0.0381
