0.594,0.808,7,-2.409,1,0.0489,0.415,1.39E-05,0.565,0.919,188.09,4
0.681,0.711,10,-4.79,0,0.0846,0.0278,0,0.312,0.826,89.89,4
0.658,0.836,0,-4.747,1,0.0582,0.0115,2.94E-06,0.153,0.617,139.971,4
0.695,0.636,5,-4.654,1,0.317,0.234,0,0.081,0.575,174.14,4
0.774,0.744,6,-4.929,0,0.0429,0.256,0.00183,0.102,0.813,104.017,4
0.736,0.727,5,-4.642,0,0.0571,0.0584,1.91E-06,0.0976,0.644,94.048,4
0.825,0.872,8,-4.441,1,0.0311,0.173,2.28E-05,0.103,0.977,129.982,4
0.848,0.637,9,-5.132,1,0.156,0.0413,0,0.0521,0.698,96.988,4
0.576,0.754,0,-4.056,1,0.0497,0.337,1.53E-06,0.139,0.663,94.737,4
0.858,0.725,5,-3.828,0,0.0383,0.0222,3.07E-05,0.138,0.805,120.087,4
0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,4
0.719,0.753,7,-4.891,1,0.179,0.118,4.21E-06,0.212,0.675,174.107,4
0.775,0.581,1,-3.621,0,0.108,0.617,8.33E-06,0.0957,0.658,104.977,4
0.587,0.647,4,-3.385,0,0.327,0.619,0,0.106,0.686,90.123,4
0.691,0.828,0,-3.778,1,0.094,0.0132,0,0.048,0.65,131.956,4
0.582,0.834,4,-2.654,1,0.0394,0.224,2.67E-06,0.145,0.95,167.945,4
0.768,0.679,7,-5.539,0,0.0411,0.656,3.66E-05,0.143,0.948,89.975,4
0.812,0.791,8,-3.704,0,0.0279,0.0474,9.08E-05,0.305,0.635,109.969,3
0.729,0.773,0,-2.486,1,0.131,0.611,0.00106,0.287,0.718,176.053,4
0.696,0.8,1,-2.983,1,0.05,0.161,0.000495,0.281,0.854,104.971,4
0.788,0.771,0,-4.048,1,0.0562,0.0452,0,0.103,0.785,91.945,4
0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,4
0.773,0.892,1,-3.732,0,0.0483,0.166,3.10E-06,0.429,0.842,130.007,4
0.73,0.87,1,-3.718,0,0.0561,0.0272,2.90E-06,0.45,0.184,132.011,4
0.697,0.671,10,-3.287,1,0.241,0.232,1.31E-05,0.162,0.423,194.095,4
0.795,0.762,5,-5.482,0,0.111,0.0643,0.00461,0.261,0.638,125.044,4
0.882,0.934,8,-1.479,0,0.0501,0.292,0.0024,0.0549,0.611,130.032,4
0.586,0.801,3,-4.962,1,0.0788,0.531,0,0.328,0.626,143.939,4
0.72,0.606,1,-3.54,1,0.116,0.143,0,0.0824,0.805,165.882,4
0.635,0.908,10,-5.332,1,0.0909,0.141,0,0.112,0.924,74.992,4
0.843,0.7,4,-3.563,0,0.0803,0.0934,0,0.14,0.899,93.991,4
0.665,0.824,9,-3.499,1,0.132,0.0271,0,0.307,0.545,126.98,4
0.641,0.657,11,-8.338,0,0.218,0.538,0,0.106,0.411,100.016,4
0.845,0.617,0,-4.169,1,0.123,0.021,1.72E-05,0.114,0.478,114.991,4
0.817,0.665,9,-6.224,0,0.0758,0.0549,0,0.103,0.662,104.957,4
0.71,0.596,0,-5.284,1,0.125,0.562,0,0.143,0.941,183.948,4
0.777,0.782,0,-4.435,0,0.0907,0.0505,0,0.64,0.773,94.023,4
0.705,0.783,9,-4.783,0,0.0403,0.138,0,0.0984,0.454,103.001,4
0.749,0.687,1,-4.418,1,0.0304,0.158,4.58E-06,0.136,0.656,119.968,4
0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,4
0.775,0.696,1,-5.184,0,0.0681,0.0559,0.00184,0.157,0.775,92.007,4
0.723,0.892,7,-6.362,1,0.0736,0.0695,0,0.201,0.808,95.992,4
0.823,0.537,8,-2.627,1,0.211,0.176,3.75E-06,0.124,0.608,175.965,4
0.71,0.586,4,-6.555,0,0.053,0.0135,0.00157,0.457,0.299,128.028,4
0.783,0.818,2,-6.205,1,0.148,0.452,0.00031,0.172,0.531,103.993,4
0.837,0.784,7,-4.531,0,0.101,0.175,0,0.0897,0.747,94.037,4
0.785,0.617,8,-4.202,1,0.234,0.109,0,0.11,0.58,92.844,4
0.801,0.58,11,-6.265,0,0.0345,0.321,0,0.101,0.563,117.97,4
0.76,0.774,3,-2.714,0,0.0577,0.201,0,0.109,0.744,149.857,4
0.733,0.637,11,-7.41,0,0.0699,0.0614,4.80E-06,0.141,0.837,122.871,4
0.758,0.621,9,-8.033,1,0.125,0.0628,0,0.0809,0.92,79.949,4
0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,4
0.801,0.633,11,-2.785,0,0.0777,0.414,0,0.27,0.676,92.025,4
0.683,0.691,8,-5.533,1,0.0432,0.241,0,0.14,0.732,179.909,4
0.651,0.585,1,-6.494,1,0.0448,0.567,3.30E-06,0.0781,0.752,169.804,4
0.672,0.684,9,-5.682,0,0.316,0.125,0.0261,0.183,0.62,75.233,3
0.716,0.908,8,-3.254,0,0.103,0.0858,0,0.135,0.869,91.03,4
0.7,0.672,0,-6.995,1,0.05,0.00736,9.85E-06,0.143,0.634,140.023,4
0.845,0.795,9,-3.502,0,0.0681,0.343,1.78E-05,0.224,0.681,94.969,4
0.713,0.651,7,-5.268,0,0.0781,0.0741,0.000775,0.0668,0.512,180.043,4
0.783,0.868,7,-2.961,0,0.0591,0.19,0,0.165,0.727,109.977,4
0.643,0.787,4,-4.586,1,0.027,0.104,0,0.243,0.659,111.933,4
0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,4
0.775,0.783,5,-3.509,1,0.0748,0.0413,1.40E-05,0.348,0.624,128.028,4
0.599,0.847,0,-3.098,0,0.175,0.224,1.45E-06,0.0644,0.608,98.584,4
0.931,0.793,0,-4.666,0,0.133,0.0378,4.63E-06,0.0748,0.856,117.999,4
0.796,0.897,0,-3.824,1,0.0663,0.0499,0,0.284,0.878,96.033,4
0.741,0.461,11,-9.263,1,0.105,0.839,0,0.0985,0.303,143.756,4
0.739,0.682,9,-5.121,0,0.0972,0.417,3.95E-05,0.105,0.476,94.048,4
0.765,0.66,11,-5.059,0,0.0822,0.0858,3.35E-05,0.151,0.577,132.048,4
0.822,0.711,6,-4.943,1,0.0668,0.179,1.46E-05,0.083,0.934,102.984,4
