0.364,0.081,8,-23.279,1,0.0439,0.687,0.858,0.0658,0.039,119.989,4
0.149,0.266,8,-19.123,1,0.0534,0.676,0.774,0.109,0.24,89.275,5
0.174,0.0609,0,-24.986,1,0.0393,0.774,0.774,0.137,0.0396,78.244,4
0.148,0.218,9,-13.331,0,0.0398,0.878,0.972,0.0731,0.04,137.017,4
0.185,0.298,5,-17.944,0,0.0752,0.827,0.931,0.0755,0.034,126.714,5
0.223,0.0673,0,-21.754,1,0.0369,0.804,0.493,0.0918,0.0383,71.035,4
0.102,0.214,7,-20.722,1,0.0422,0.59,0.725,0.104,0.0637,81.141,4
0.157,0.254,8,-14.183,1,0.0438,0.799,0.831,0.152,0.0501,86.29,4
0.189,0.489,8,-12.311,1,0.0487,0.65,0.857,0.122,0.0541,86.299,1
0.171,0.505,7,-10.525,1,0.0521,0.431,0.962,0.262,0.0796,92.613,4
0.206,0.443,5,-12.27,0,0.0474,0.612,0.92,0.0734,0.128,83.207,4
0.136,0.514,5,-9.502,0,0.0539,0.726,0.91,0.106,0.0711,86.84,4
0.0925,0.00979,7,-39.898,0,0.0489,0.623,0.0446,0.144,0.0343,72.567,4
0.184,0.0565,7,-18.019,1,0.0411,0.809,0.902,0.302,0.037,130.317,1
0.309,0.071,0,-24.271,0,0.0385,0.938,0.758,0.103,0.0367,99.164,4
0.0818,0.0573,1,-23.183,1,0.0462,0.622,0.0161,0.0807,0.0332,171.189,4
0.127,0.488,7,-8.768,1,0.038,0.608,0.694,0.071,0.0929,169.987,3
0.624,0.483,7,-15.42,0,0.0391,0.515,0.911,0.109,0.306,95.001,4
0.539,0.592,0,-17.273,1,0.0571,0.339,0.847,0.1,0.33,124.994,3
0.208,0.42,7,-15.169,1,0.0625,0.0397,0.865,0.256,0.188,73.297,4
0.0817,0.0865,7,-20.928,0,0.0469,0.723,0.967,0.0809,0.0356,83.615,4
0.405,0.364,0,-16.239,1,0.0519,0.0891,0.824,0.137,0.0628,141.351,4
0.0889,0.0375,1,-28.147,1,0.0614,0.359,0.86,0.0649,0.0266,75.284,4
0.378,0.566,1,-13.918,1,0.048,0.348,0.453,0.15,0.243,141.433,4
0.395,0.45,0,-14.506,0,0.0471,0.0171,0.875,0.107,0.0356,123.253,4
0.455,0.282,8,-21.553,1,0.0336,0.678,0.851,0.0824,0.249,95.011,4
0.179,0.00898,0,-32.285,0,0.0426,0.988,0.949,0.094,0.0384,119.133,4
0.399,0.283,0,-19.865,1,0.0439,0.0617,0.762,0.218,0.14,130.029,4
0.452,0.258,7,-20.433,1,0.0445,0.0996,0.899,0.124,0.277,121.811,3
0.102,0.0255,7,-28.309,0,0.0422,0.91,0.919,0.114,0.0383,90.148,4
0.0654,0.00744,1,-35.971,1,0.0363,0.667,0.89,0.107,0.0668,57.817,4
0.509,0.316,8,-20.753,1,0.0434,0.436,0.866,0.0898,0.347,89.928,3
0.343,0.488,1,-15.976,1,0.0365,0.0462,0.651,0.285,0.218,109.908,4
0.189,0.274,7,-19.522,0,0.0466,0.0625,0.933,0.129,0.0575,130.115,3
0.42,0.102,2,-23.26,0,0.0392,0.904,0.895,0.116,0.0379,100.067,3
0.261,0.39,8,-17.322,0,0.0464,0.214,0.883,0.196,0.0677,95.5,4
0.236,0.275,8,-20.513,1,0.0463,0.332,0.672,0.113,0.22,86.24,4
0.383,0.0741,0,-26.267,1,0.0334,0.767,0.886,0.123,0.0672,86.001,4
0.225,0.0105,2,-33.902,0,0.038,0.97,0.954,0.0706,0.038,66.154,3
0.404,0.293,2,-19.962,1,0.0345,0.0471,0.849,0.113,0.164,127.912,4
0.301,0.0339,1,-29.705,0,0.0353,0.908,0.947,0.0672,0.0386,140.047,3
0.176,0.482,8,-19.117,1,0.0647,0.357,0.943,0.0902,0.0845,74.651,4
0.3,0.00723,7,-31.166,0,0.0373,0.957,0.91,0.0968,0.0397,54.984,4
0.561,0.31,7,-21.275,1,0.039,0.491,0.914,0.0888,0.234,95.116,4
0.137,0.0648,7,-27.043,1,0.0366,0.00215,0.839,0.112,0.0354,141.613,4
0.206,0.129,7,-20.229,0,0.0372,0.781,0.743,0.0795,0.0602,96.363,3
0.147,0.0665,10,-31.249,0,0.036,0.649,0.936,0.101,0.0444,138.544,3
0.255,0.401,8,-17.904,1,0.0444,0.17,0.902,0.114,0.148,79.781,4
0.328,0.0736,5,-28.808,0,0.0416,0.865,0.878,0.105,0.0633,120.05,3
0.115,0.0582,8,-27.395,0,0.0424,0.376,0.869,0.115,0.0365,67.484,4
0.621,0.59,0,-13.424,1,0.0437,0.0847,0.905,0.0894,0.587,120.019,3
0.25,0.421,8,-17.124,1,0.0421,0.179,0.932,0.122,0.164,144.169,4
0.528,0.178,1,-23.383,1,0.0263,0.815,0.804,0.206,0.273,95.026,4
0.0791,0.0526,1,-27.843,1,0.0348,0.864,0.931,0.11,0.0359,75.283,4
0.584,0.675,1,-12.42,1,0.0619,0.00019,0.76,0.18,0.2,135.031,4
0.209,0.028,8,-25.304,0,0.0389,0.929,0.984,0.0969,0.0384,73.119,3
0.275,0.0649,4,-24.597,1,0.0407,0.743,0.911,0.114,0.0267,80.294,1
0.27,0.0123,2,-30.164,0,0.0395,0.972,0.916,0.0808,0.0385,75.008,3
0.531,0.312,10,-13.344,0,0.0462,0.123,0.88,0.0962,0.053,139.373,3
0.46,0.39,7,-16.415,0,0.0404,0.536,0.902,0.0937,0.134,122.517,4
0.388,0.0974,8,-23.828,0,0.0333,0.842,0.874,0.101,0.0395,79.982,4
0.455,0.365,1,-17.191,1,0.033,0.19,0.814,0.118,0.0324,100.045,4
0.289,0.496,7,-17.227,1,0.0616,0.041,0.696,0.0957,0.0322,166.965,4
0.152,0.132,7,-18.426,0,0.035,0.85,0.954,0.1,0.0363,101.473,4
0.13,0.136,0,-22.234,0,0.0375,0.46,0.924,0.138,0.0354,69.734,4
0.391,0.3,8,-18.402,1,0.041,0.53,0.884,0.0962,0.0538,141.967,4
0.31,0.131,0,-24.831,0,0.0302,0.613,0.974,0.0777,0.0332,79.94,3
0.309,0.0736,0,-23.026,0,0.0391,0.902,0.925,0.0788,0.0879,74.992,4
0.344,0.312,2,-17.682,1,0.0454,0.0633,0.873,0.107,0.0305,180.237,4
0.185,0.00913,9,-27.89,0,0.0507,0.988,0.886,0.0691,0.0367,69.744,4
0.554,0.15,7,-22.008,1,0.0253,0.172,0.731,0.159,0.277,95.008,4
0.168,0.151,7,-19.937,0,0.0405,0.147,0.93,0.138,0.035,127.611,4
0.432,0.2,1,-20.881,1,0.0364,0.677,0.888,0.103,0.0389,95.028,4
0.452,0.622,1,-13.085,1,0.0556,0.211,0.906,0.111,0.261,126.371,4
0.37,0.356,2,-17.834,1,0.0633,0.325,0.854,0.103,0.136,150.139,4
0.151,0.102,3,-23.056,0,0.0377,0.376,0.822,0.116,0.0343,137.252,3
0.418,0.322,0,-19.679,0,0.0455,0.227,0.838,0.116,0.196,99.975,4
0.249,0.0397,8,-27.106,1,0.0351,0.785,0.927,0.319,0.0363,98.266,3
0.176,0.0951,2,-21.751,1,0.0359,0.242,0.859,0.092,0.0431,92.138,4
0.227,0.172,5,-20.289,1,0.0348,0.865,0.914,0.171,0.0942,88.226,4
0.149,0.0296,10,-33.206,0,0.0455,0.922,0.743,0.0895,0.0358,77.387,1
0.333,0.328,6,-19.387,1,0.0437,0.713,0.861,0.0913,0.129,100.593,4
0.0903,0.0397,5,-20.463,1,0.0396,0.647,0.859,0.104,0.127,86.827,4
0.309,0.471,2,-15.538,1,0.0517,0.22,0.894,0.0729,0.0475,166.416,4
0.204,0.0693,6,-23.596,0,0.0413,0.905,0.93,0.0871,0.0279,96.222,4
0.568,0.765,10,-11.28,0,0.0452,0.0509,0.794,0.115,0.338,140.042,4
0.274,0.17,0,-15.783,0,0.0345,0.712,0.928,0.0969,0.0394,132.099,4
0.231,0.0267,5,-27.916,0,0.0408,0.937,0.977,0.0961,0.0376,134.613,3
0.271,0.365,9,-15.024,0,0.0466,0.0533,0.902,0.135,0.0652,139.772,4
0.261,0.0523,0,-28.221,1,0.0496,0.926,0.957,0.0995,0.093,120.341,4
0.46,0.514,3,-15.958,1,0.0559,0.724,0.946,0.0893,0.0382,89.765,3
0.382,0.098,9,-24.043,0,0.0395,0.958,0.928,0.0844,0.0356,139.946,4
0.133,0.148,9,-23.785,0,0.0353,0.662,0.913,0.0527,0.0317,66.253,3
0.0764,0.0304,9,-23.315,0,0.04,0.969,0.916,0.0925,0.0316,178.043,3
0.401,0.356,1,-15.083,1,0.0444,0.378,0.91,0.11,0.199,104.88,4
0.307,0.304,5,-15.822,0,0.0491,0.638,0.901,0.109,0.0399,131.834,4
0.425,0.547,2,-13.989,1,0.0618,0.163,0.914,0.112,0.074,99.677,4
0.141,0.259,9,-17.924,0,0.0482,0.288,0.877,0.111,0.0468,100.069,4
0.306,0.391,7,-15.009,1,0.0522,0.418,0.739,0.306,0.0456,100.216,3
0.181,0.296,8,-13.784,1,0.0382,0.362,0.871,0.106,0.11,200.202,4
0.267,0.0866,0,-27.873,1,0.0333,0.428,0.866,0.0989,0.0891,74.909,4
0.199,0.206,5,-20.332,1,0.0665,0.433,0.799,0.0575,0.0388,94.043,4
0.14,0.00493,1,-33.052,1,0.0372,0.963,0.927,0.0917,0.0307,59.883,4
0.68,0.547,8,-14.566,1,0.0427,0.242,0.79,0.0911,0.208,129.224,4
0.402,0.536,0,-14.081,0,0.0689,0.376,0.887,0.153,0.114,140.049,4
0.194,0.0673,8,-25.072,1,0.0588,0.715,0.874,0.0806,0.0371,130.669,5
0.301,0.359,9,-17.342,0,0.0559,0.286,0.858,0.0809,0.092,97.809,4
0.319,0.119,5,-19.765,0,0.0348,0.238,0.89,0.133,0.0392,49.738,3
0.218,0.35,1,-15.228,1,0.0595,0.081,0.895,0.095,0.045,179.174,4
0.757,0.41,7,-18.266,1,0.0398,0.341,0.853,0.183,0.114,105.005,4
0.334,0.556,5,-12.965,1,0.0488,0.101,0.901,0.144,0.0427,130.008,4
0.382,0.455,2,-14.379,1,0.0421,0.47,0.859,0.124,0.0796,129.951,4
0.263,0.224,1,-16.966,1,0.0677,0.698,0.897,0.0684,0.0394,120.645,4
0.141,0.0245,7,-33.018,0,0.0418,0.856,0.963,0.0689,0.0391,76.736,3
0.414,0.386,2,-16.345,1,0.0744,0.33,0.848,0.109,0.0453,130.417,4
0.147,0.0321,2,-29.16,0,0.0411,0.931,0.893,0.154,0.0365,80.784,4
0.359,0.143,5,-20.392,1,0.0341,0.618,0.896,0.132,0.0365,89.299,4
0.587,0.647,4,-3.385,0,0.327,0.619,0,0.106,0.686,90.123,4
0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
0.695,0.636,5,-4.654,1,0.317,0.234,0,0.081,0.575,174.14,4
0.776,0.667,7,-6.622,1,0.0983,0.0146,0.3,0.0761,0.618,130.019,4
0.778,0.772,8,-3.079,0,0.0556,0.0929,0.000552,0.0883,0.661,123.982,4
0.583,0.774,5,-5.326,1,0.0337,0.195,0,0.258,0.685,119.795,3
0.919,0.623,7,-6.521,1,0.0992,0.184,1.63E-05,0.0609,0.775,130.037,4
0.69,0.482,7,-6.335,0,0.2,0.523,0.0004,0.0728,0.356,100.029,4
0.816,0.875,11,-4.821,1,0.0311,0.203,0,0.209,0.491,131.958,4
0.701,0.76,0,-5.478,1,0.0285,0.107,6.54E-05,0.185,0.69,103.969,4
0.806,0.778,1,-4.577,0,0.0616,0.133,0,0.218,0.84,95.993,4
0.873,0.695,0,-4.207,0,0.0459,0.419,1.23E-06,0.211,0.823,131.963,4
0.477,0.854,7,-4.715,1,0.275,0.0858,0,0.065,0.314,140.515,5
0.537,0.421,5,-8.72,1,0.0285,0.827,0,0.138,0.524,98.224,4
0.669,0.583,1,-8.949,1,0.269,0.603,2.54E-06,0.1,0.271,115.221,4
0.842,0.745,2,-4.231,0,0.0399,0.281,2.61E-05,0.118,0.53,122.06,4
0.782,0.539,11,-10.68,1,0.0716,0.319,0,0.0905,0.939,122.149,3
0.835,0.679,7,-5.329,0,0.0364,0.583,1.98E-06,0.218,0.85,124.98,4
0.722,0.74,6,-7.22,0,0.063,0.68,3.27E-05,0.176,0.893,132.731,3
0.836,0.703,4,-3.554,0,0.0657,0.0845,0,0.138,0.902,94.048,4
0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4
0.746,0.844,11,-3.499,0,0.0359,0.062,0,0.149,0.934,123.014,4
0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,4
0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,4
0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,4
0.768,0.644,5,-6.671,0,0.136,0.736,0.000837,0.173,0.53,95.05,4
0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,4
0.787,0.662,8,-4.285,0,0.0372,0.0648,0,0.133,0.79,119.983,4
0.453,0.673,8,-5.649,1,0.144,0.32,0,0.131,0.266,92.06,4
0.706,0.691,0,-4.775,1,0.0633,0.0584,6.99E-05,0.0232,0.632,118.048,4
0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,127.962,4
0.797,0.677,9,-4.163,0,0.0857,0.101,0,0.441,0.919,130.034,4
0.801,0.401,0,-8.082,1,0.0491,0.909,0,0.158,0.595,126.455,4
0.544,0.864,0,-5.65,1,0.048,0.00747,0,0.338,0.69,142.994,4
0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4
0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4
0.809,0.649,8,-4.433,0,0.0416,0.0407,0,0.145,0.72,120.014,4
0.561,0.879,7,-4.093,1,0.0433,0.148,0,0.367,0.67,178.061,4
0.774,0.73,0,-3.865,1,0.134,0.108,0,0.194,0.421,91.966,4
0.585,0.643,3,-8.392,1,0.0395,0.201,0.000306,0.144,0.592,152.98,3
0.785,0.662,4,-4.271,0,0.0499,0.228,0,0.143,0.964,74.962,4
0.715,0.612,4,-4.32,1,0.0344,0.471,0,0.0838,0.602,93.869,3
0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07E-06,0.371,0.304,128.04,4
0.752,0.587,6,-5.374,0,0.0291,0.281,8.74E-06,0.148,0.584,90.082,3
0.732,0.573,11,-5.733,1,0.0237,0.56,9.34E-06,0.0543,0.882,97.502,4
0.843,0.741,7,-7.486,0,0.293,0.541,1.88E-06,0.0879,0.45,169.933,4
0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,4
0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68E-05,0.0933,0.425,92.005,4
0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4
0.909,0.762,9,-3.974,1,0.0643,0.434,0,0.0856,0.843,101.987,3
0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,4
0.83,0.159,1,-14.461,1,0.0383,0.946,2.02E-05,0.362,0.189,104.95,4
0.647,0.686,3,-5.745,0,0.0413,0.08,1.34E-06,0.528,0.268,79.928,4
0.812,0.587,5,-4.483,0,0.0477,0.0349,2.64E-06,0.123,0.664,123.041,4
0.627,0.858,11,-2.824,0,0.386,0.263,0,0.21,0.342,92.523,4
0.668,0.712,5,-5.927,1,0.0381,0.369,2.13E-05,0.108,0.264,100.02,4
0.84,0.638,1,-7.003,0,0.0324,0.278,0.000146,0.173,0.807,118.005,4
0.812,0.791,8,-3.704,0,0.0279,0.0474,9.08E-05,0.305,0.635,109.969,3
0.726,0.544,2,-4.44,1,0.229,0.44,3.56E-05,0.124,0.613,178.117,4
0.567,0.862,8,-4.58,0,0.045,0.195,0,0.108,0.723,156.473,4
0.536,0.396,10,-7.804,1,0.0687,0.604,6.97E-05,0.0969,0.491,157.846,3
0.69,0.662,2,-4.537,1,0.043,0.38,1.11E-06,0.0998,0.488,143.096,3
0.577,0.363,7,-12.378,1,0.0263,0.86,0.000282,0.0868,0.265,91.511,4
0.658,0.453,9,-7.378,0,0.39,0.131,0.0002,0.0848,0.358,126.043,4
0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4
0.472,0.471,10,-5.692,1,0.0603,0.151,0,0.14,0.219,105.029,3
0.592,0.435,7,-4.788,1,0.027,0.41,0,0.306,0.756,139.967,4
0.622,0.465,1,-5.74,1,0.0326,0.563,0,0.158,0.569,76.076,4
0.498,0.727,10,-5.097,0,0.0482,0.0586,0.0107,0.121,0.56,159.187,3
0.582,0.804,11,-4.155,1,0.0389,0.0493,0,0.0624,0.732,138.014,4
0.812,0.479,2,-5.678,0,0.333,0.213,1.21E-06,0.0756,0.559,169.922,4
0.801,0.475,7,-8.797,0,0.0516,0.141,1.73E-05,0.0639,0.234,98.047,4
0.62,0.436,10,-8.108,1,0.213,0.554,0,0.0891,0.368,172.854,3
0.727,0.546,0,-4.572,1,0.0437,0.656,0,0.122,0.69,106.891,4
0.774,0.86,7,-2.888,0,0.13,0.131,0,0.116,0.446,100.019,4
0.87,0.548,10,-5.253,0,0.077,0.0924,4.60E-05,0.0534,0.832,96.018,4
0.895,0.847,7,-5.25,1,0.0519,0.16,0.223,0.338,0.735,101.006,4
0.569,0.724,6,-4.076,0,0.0474,0.228,0,0.27,0.562,83.118,4
0.667,0.498,5,-5.475,1,0.0327,0.634,0,0.103,0.704,130.989,4
0.796,0.68,10,-5.555,0,0.37,0.0575,0.000683,0.103,0.71,179.923,4
0.804,0.674,5,-5.453,0,0.0333,0.294,1.18E-06,0.115,0.292,99.968,4
0.7,0.438,5,-5.784,0,0.0433,0.401,0,0.373,0.605,170.106,3
0.741,0.754,11,-5.412,0,0.0327,0.00526,8.21E-06,0.125,0.717,126.98,4
0.727,0.711,2,-6.549,1,0.078,0.582,0,0.158,0.375,110.012,4
0.868,0.729,2,-4.955,1,0.117,0.00107,9.02E-05,0.244,0.613,93.989,4
0.72,0.88,9,-2.834,1,0.101,0.0562,0.06,0.153,0.463,180.011,4
0.82,0.752,1,-7.635,0,0.0648,0.0584,0.00417,0.628,0.423,127.999,4
0.59,0.87,8,-3.452,1,0.1,0.253,0,0.0415,0.94,178.024,3
0.668,0.758,5,-5.176,0,0.0332,0.483,1.89E-05,0.0837,0.834,147.989,3
0.857,0.829,0,-0.484,1,0.0842,0.00112,0.015,0.255,0.208,106.993,4
0.713,0.703,8,-5.769,1,0.194,0.298,0,0.321,0.576,123.06,4
0.802,0.846,1,-4.495,1,0.207,0.233,1.92E-05,0.114,0.26,109.982,4
0.491,0.643,10,-4.309,1,0.0442,0.187,0,0.109,0.779,162.469,4
0.639,0.516,0,-4.418,1,0.0296,0.391,0,0.259,0.759,94.931,4
0.859,0.658,11,-4.79,1,0.159,0.145,0,0.12,0.672,100.065,4
0.836,0.826,11,-2.66,0,0.0461,0.213,6.03E-06,0.0814,0.579,102.025,4
0.725,0.709,3,-5.017,0,0.129,0.321,0.000189,0.114,0.648,99.993,4
0.612,0.44,0,-5.894,1,0.034,0.762,2.56E-06,0.0858,0.683,133.872,4
0.551,0.436,8,-8.029,1,0.0428,0.395,0,0.0719,0.862,188.651,3
0.749,0.729,6,-3.19,0,0.0321,0.261,0,0.113,0.816,111.004,1
0.835,0.679,7,-5.329,0,0.0364,0.583,1.98E-06,0.218,0.85,124.98,4
0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,4
0.919,0.623,7,-6.521,1,0.0992,0.184,1.63E-05,0.0609,0.775,130.037,4
0.778,0.772,8,-3.079,0,0.0556,0.0929,0.000552,0.0883,0.661,123.982,4
0.833,0.809,5,-2.751,0,0.0381,0.0836,0,0.112,0.905,128.055,4
0.731,0.832,9,-2.592,1,0.0503,0.273,0,0.0665,0.94,146.013,4
0.787,0.728,6,-3.455,0,0.389,0.189,2.29E-05,0.0629,0.545,180.066,4
0.85,0.541,2,-4.522,1,0.0674,0.161,5.01E-06,0.286,0.916,92.003,4
0.913,0.584,9,-5.263,1,0.223,0.521,5.36E-05,0.307,0.627,119.873,4
0.823,0.882,3,-3.513,0,0.0556,0.688,1.70E-06,0.107,0.963,128.044,4
0.681,0.793,2,-3.47,1,0.0382,0.102,0,0.0895,0.614,126.003,4
0.909,0.762,9,-3.974,1,0.0643,0.434,0,0.0856,0.843,101.987,3
0.725,0.709,3,-5.017,0,0.129,0.321,0.000189,0.114,0.648,99.993,4
0.768,0.644,5,-6.671,0,0.136,0.736,0.000837,0.173,0.53,95.05,4
0.857,0.705,1,-4.775,1,0.183,0.322,0.00249,0.197,0.874,105.011,4
0.842,0.745,2,-4.231,0,0.0399,0.281,2.61E-05,0.118,0.53,122.06,4
0.831,0.643,4,-4.659,0,0.0568,0.388,6.94E-05,0.374,0.57,97.013,4
0.788,0.745,11,-4.417,0,0.0447,0.352,4.00E-05,0.0973,0.79,94.002,4
0.838,0.79,6,-1.602,0,0.108,0.431,3.33E-06,0.184,0.962,92.927,4
0.873,0.695,0,-4.207,0,0.0459,0.419,1.23E-06,0.211,0.823,131.963,4
0.697,0.628,7,-6.25,1,0.0445,0.452,0,0.476,0.845,97.058,4
0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4
0.753,0.836,5,-2.584,0,0.0568,0.0184,0,0.11,0.891,139.949,4
0.742,0.859,10,-4.942,1,0.0482,0.0824,0,0.359,0.652,95.046,4
0.753,0.77,7,-5.751,1,0.0341,0.0966,0,0.279,0.971,149.144,4
0.748,0.779,0,-6.659,1,0.0342,0.00884,3.96E-05,0.113,0.928,128.91,4
0.534,0.871,1,-3.122,0,0.106,0.636,0,0.307,0.492,104.221,4
0.889,0.756,4,-4.23,1,0.056,0.132,0,0.0996,0.918,122.905,4
0.479,0.802,2,-4.605,0,0.0719,0.176,0,0.258,0.763,149.06,4
